session,visitor,dt,custno,category,event1,event2
2224385,481119,2017-02-04 08:18:14,167,2,,5
1587099,496961,2017-02-21 10:00:58,48830,3,2.0,7
1094826,202484,2016-10-16 15:46:55,4132,2,1.0,1
226304,107473,2017-07-15 08:32:48,15456,3,,9
413448,180959,2017-10-04 03:58:53,22146,2,,7
1159118,154771,2016-02-29 06:11:09,66276,3,,9
305940,27550,2016-03-06 15:41:12,68848,2,,1
917938,482919,2017-05-24 15:58:38,44198,3,,5
760586,306395,2016-09-08 11:28:10,4815,3,4.0,2
2610924,50644,2016-11-06 17:25:10,44929,2,,9
2685480,127239,2016-11-05 11:59:39,46775,3,,8
2994553,205162,2016-08-18 07:49:56,65790,3,,8
2998886,416476,2017-04-06 19:29:31,66022,3,,3
263848,135507,2017-08-10 14:19:12,56310,3,,7
2843949,179637,2016-01-05 20:17:04,34360,3,,8
1328922,284992,2016-12-24 14:58:55,4963,3,,7
857790,398310,2017-06-03 16:40:05,30562,3,,4
3517949,110258,2017-03-13 13:13:49,7374,3,,7
500128,366397,2017-02-13 12:22:02,65432,3,,7
3419833,145979,2016-10-25 12:59:37,31829,3,,7
2459113,193030,2016-07-09 17:59:18,63488,1,,4
1900547,448216,2016-08-24 08:02:26,1785,3,,7
2892567,429768,2016-01-06 19:49:04,2777,3,,7
298758,444321,2017-01-23 18:07:10,36713,1,,4
1282181,283852,2016-11-29 07:55:59,49012,3,,6
2058287,367931,2017-07-10 06:04:26,41425,3,4.0,7
1813160,356722,2016-09-24 20:17:39,64362,2,,1
1788364,228173,2017-11-27 19:36:14,68713,3,,3
1908953,187077,2016-11-20 16:00:03,61035,3,,4
1296574,38212,2016-12-20 15:15:31,29299,3,,3
785066,157925,2017-06-27 05:52:52,11824,3,2.0,7
2205120,308629,2016-05-15 17:24:24,56127,3,11.0,7
2525642,253287,2017-08-26 08:24:46,48937,3,,7
3664297,10039,2017-10-26 07:50:42,28936,3,,7
299403,281121,2017-10-09 07:36:57,48578,3,7.0,1
2033866,281894,2017-05-23 18:33:33,12429,3,,3
1648785,76059,2016-05-14 14:26:59,66699,2,,2
2210287,88939,2016-09-23 17:44:18,6441,3,,7
269069,305672,2016-01-19 14:43:39,1737,3,,3
1786762,344905,2017-10-07 20:05:53,10379,3,,8
2188994,54196,2016-12-26 11:24:37,17673,3,,7
1419083,329056,2017-09-19 19:36:01,1229,3,,9
2515724,579,2017-02-16 12:31:41,60301,3,,5
402232,477166,2017-03-22 13:19:17,12670,3,,7
2284361,253785,2017-12-27 15:31:50,42386,3,,5
492878,154266,2016-12-23 17:51:21,67387,3,,3
645726,12017,2016-01-10 05:11:03,28312,3,,9
2157660,179816,2016-07-06 10:08:31,9554,3,,4
917902,470015,2016-10-26 20:21:55,5392,1,,10
505003,234210,2016-03-20 15:57:53,19152,3,,4
2746215,90411,2016-07-25 15:25:40,68633,1,,8
2697326,6203,2017-05-16 12:39:14,2852,3,,7
2848627,482584,2016-11-20 19:13:55,69216,3,,8
3537991,72312,2016-01-03 19:58:17,67146,3,,3
1356555,39640,2016-09-21 16:08:29,64905,1,,8
1173188,138813,2016-05-19 06:48:12,51456,3,,9
1303707,78826,2017-09-22 11:35:45,57822,3,,3
398776,355193,2016-01-23 10:21:11,14755,3,,4
3355771,82046,2017-06-11 15:43:01,51612,3,,3
3434867,430968,2017-08-15 10:23:00,49565,3,,7
1919800,154814,2016-10-28 14:00:34,292,3,,4
3186221,179227,2017-09-05 22:34:50,2777,3,,8
158281,51397,2016-08-08 21:57:43,46029,2,,9
3466511,253456,2016-03-11 14:57:31,65418,3,,8
505179,53392,2017-06-18 19:45:34,7040,3,2.0,7
2246790,230878,2017-05-30 10:59:17,17003,2,,1
1926220,342101,2017-08-01 09:03:58,53086,3,2.0,7
2161375,12100,2016-04-24 20:51:39,40700,3,,3
1149818,406591,2016-11-13 17:36:44,43966,3,7.0,7
1634398,29335,2016-08-27 16:07:45,12430,2,5.0,7
3657941,101171,2016-02-13 21:35:18,61936,3,,4
2329463,170853,2017-12-09 12:28:10,10329,3,,7
1097866,455371,2016-11-19 04:27:25,69607,2,,1
2874231,8682,2017-04-23 07:06:19,39725,3,2.0,7
1832297,129233,2017-04-09 07:43:16,45952,2,,8
3360773,178926,2016-03-27 11:18:05,62569,3,,8
94399,392400,2017-11-13 10:16:35,58552,3,,4
1346291,216768,2016-05-22 14:15:08,19676,1,,4
3746051,407127,2016-11-07 17:08:09,834,3,,7
3205491,270385,2016-04-16 18:55:56,7277,3,,7
1830282,433160,2016-11-19 05:51:33,44446,2,,2
3740468,362515,2017-12-14 07:49:42,34815,3,,7
1986088,380915,2016-12-29 07:01:17,68210,3,,5
2172698,461639,2016-12-26 13:40:05,54637,3,,7
1310781,179170,2017-12-28 13:00:28,59412,3,4.0,7
2432766,19885,2017-03-31 07:17:48,55422,3,,7
3034221,241919,2016-11-03 04:55:20,43696,1,,8
2697665,178601,2016-10-07 07:35:34,32918,3,,4
686151,128691,2016-02-12 18:20:50,11473,3,,9
843004,482742,2017-12-24 13:38:53,4822,3,,9
2301467,163971,2017-11-09 11:16:28,60756,3,,4
1000323,280594,2016-09-06 14:40:29,389,3,,4
152506,304272,2016-05-07 13:07:37,44742,2,,4
1619811,480588,2016-06-25 08:06:49,59399,2,,3
1774122,487865,2016-02-12 07:49:48,50363,2,,8
1733387,446611,2017-09-19 09:31:06,54308,3,,8
617520,208686,2016-04-24 16:54:58,36632,3,,6
2411229,52242,2016-03-07 17:27:01,2904,3,,8
2993879,186006,2016-11-29 09:08:07,1357,3,,7
3730081,53955,2017-07-30 17:30:03,27675,3,,7
1350077,134033,2016-07-16 17:21:11,55092,2,1.0,7
1940599,304181,2017-05-23 10:50:12,61305,2,2.0,7
2798871,107658,2017-12-27 08:44:32,46633,3,,2
3736079,337615,2017-05-16 16:56:01,35999,3,,7
2944910,63884,2017-11-05 20:24:29,64462,3,,4
3443685,234096,2016-10-07 08:50:05,27149,3,,3
63412,405233,2016-04-13 23:04:58,11034,2,,5
872341,407310,2016-10-16 12:23:18,42457,3,,7
3433159,183170,2016-07-22 13:51:48,22117,3,,8
2826620,165415,2017-08-27 13:56:24,46003,3,,3
3735470,179144,2016-06-22 07:34:53,1392,3,,8
1578590,27574,2016-12-20 16:25:18,22292,2,,3
46804,52884,2017-07-18 11:19:24,26953,3,,1
2770722,2864,2017-09-06 08:16:42,46177,2,,1
2532276,169620,2017-05-10 14:38:23,26955,3,,7
111867,308856,2016-12-16 10:16:18,34076,3,,9
866670,78916,2016-12-27 17:03:00,30772,3,,7
702719,129330,2016-05-04 11:15:47,57300,2,,5
3028297,76623,2016-04-12 14:33:16,4524,2,,1
80407,482342,2017-11-17 00:32:11,28417,3,,7
2711433,493786,2017-11-24 18:29:06,62419,3,,8
2615761,481659,2017-08-08 13:43:06,56018,2,,4
3115061,254329,2017-03-01 13:57:03,30494,3,2.0,7
504098,188732,2016-02-21 17:49:07,37,3,,8
3426175,229157,2016-10-15 10:22:19,40968,3,,3
2951397,336986,2016-03-22 19:15:36,61988,3,,7
61137,151925,2017-07-09 12:58:25,8328,2,7.0,1
1268096,170048,2016-03-07 05:05:55,15779,3,1.0,1
3361521,482848,2017-11-23 18:24:17,33832,3,,9
161245,166103,2016-01-31 17:19:51,39384,1,6.0,1
101550,432478,2016-11-05 05:26:03,47861,2,,7
3616999,228096,2017-01-03 05:41:06,17741,3,,8
3319828,354297,2016-09-28 12:58:02,63403,3,,3
2167738,9551,2017-06-01 11:40:35,63157,3,,7
1269077,305923,2016-04-05 22:15:22,3392,3,,1
2967690,84178,2016-10-11 10:02:52,25076,3,,4
2168998,128543,2016-01-31 07:13:56,68230,3,,9
1805865,230870,2016-02-29 09:49:40,59293,2,,4
986921,474178,2017-12-02 16:24:52,55213,3,4.0,7
2321765,263035,2016-09-06 11:41:30,68707,3,,7
2083636,40841,2017-03-12 09:24:57,30101,1,1.0,7
810628,396610,2017-03-26 12:19:53,18389,3,,3
2580648,430463,2017-05-18 16:24:43,37422,3,2.0,7
498898,119484,2017-01-18 13:05:56,57851,3,7.0,7
132703,457418,2016-08-26 12:32:04,62140,3,,7
3731253,227806,2017-11-05 21:17:32,24913,3,,8
3248951,101500,2016-02-28 19:29:57,52378,3,,8
1066523,103609,2016-08-27 07:42:07,362,2,,4
503508,334658,2017-01-04 14:42:03,1637,3,,7
1094503,29730,2016-06-20 13:46:16,55034,2,,7
3185140,406642,2017-07-14 12:40:03,2842,3,,3
2103988,152200,2017-05-25 17:46:41,43626,2,,5
3357251,102654,2016-03-16 08:29:50,49524,3,,8
1390313,178635,2017-03-12 19:05:20,51314,3,,5
2706636,34152,2017-07-15 03:26:56,63625,3,1.0,7
3676266,404131,2017-06-04 17:21:28,64494,3,,7
122875,154821,2016-08-10 20:05:49,44327,3,,7
1714125,629,2016-11-20 20:49:44,49140,3,,7
2290820,484670,2016-01-09 04:36:24,17272,2,,7
3283375,238962,2017-10-31 20:29:51,14754,3,,3
2861081,441560,2017-12-03 11:00:41,59373,3,,3
3180808,182193,2016-07-27 00:00:44,25401,3,,7
2197274,355655,2017-01-29 22:49:51,45640,3,,7
3614468,52315,2017-02-04 09:51:11,45487,3,,4
640226,93329,2016-02-18 16:01:52,22253,3,2.0,7
3138,330986,2017-09-23 09:22:49,1124,2,1.0,7
876080,152134,2017-11-09 11:40:25,68704,2,,3
2970958,153996,2016-05-30 16:44:43,48875,3,,9
3026370,381629,2017-05-04 18:16:53,66069,2,,2
356729,81214,2017-02-23 12:12:42,52571,3,,7
449573,431323,2017-09-17 07:31:03,36110,3,,5
3644640,26297,2016-09-19 07:28:21,18046,3,,8
1094825,279193,2017-07-29 09:00:03,66182,2,1.0,1
3061824,156073,2016-09-03 06:42:29,63908,2,,4
3568764,483963,2017-12-14 11:23:14,62741,3,,7
3045437,3063,2017-09-27 14:33:20,2671,2,,7
1984330,334860,2017-05-29 15:36:16,25496,3,,1
264134,82001,2016-10-16 16:00:30,64575,3,,8
3633428,71789,2016-02-11 17:57:53,34103,3,,8
1497442,25312,2017-07-30 18:43:47,39656,3,,1
795200,233321,2016-01-21 17:00:38,14183,3,,7
3027376,230330,2016-03-19 05:41:32,35342,2,1.0,1
1308431,380154,2016-08-29 09:42:10,38455,3,,8
3632783,287948,2016-11-26 13:07:06,59195,3,,4
1266053,153480,2017-09-30 17:05:45,68300,3,,1
3175057,207473,2016-11-28 16:44:26,39167,2,7.0,7
1559898,305024,2016-09-11 17:12:04,46950,3,,7
2770377,3738,2017-12-13 14:51:43,42384,2,1.0,1
728781,407348,2017-03-20 04:53:29,34723,3,,1
642272,287894,2016-04-11 19:32:38,68586,3,,7
3504051,306441,2016-10-22 06:09:24,39344,3,,7
701508,181770,2017-03-03 16:48:54,16909,2,,1
2555520,80930,2017-07-20 10:25:45,66793,2,,4
2450059,407313,2016-10-16 20:02:56,11959,3,,10
3614194,117897,2017-06-11 18:13:14,56151,3,,8
2989212,117609,2016-09-24 13:33:10,39114,3,,8
3741083,52812,2016-10-11 12:53:09,26597,3,,8
1065758,356327,2016-12-31 06:29:02,45139,2,,5
3538310,109725,2016-08-21 19:23:46,49131,3,,3
3272762,160357,2017-04-19 15:48:26,10481,3,,4
1938299,328986,2017-07-08 06:42:43,56310,3,,7
1352269,65251,2016-07-13 22:50:30,44632,1,1.0,7
260481,499787,2016-12-05 16:41:30,70254,3,7.0,7
794183,262372,2016-12-28 07:39:06,5901,3,,7
1988740,101289,2016-04-21 19:22:18,55263,3,,6
2733719,440656,2017-11-07 07:59:07,36594,2,4.0,7
407668,482480,2017-01-22 17:23:57,62575,3,,7
2043283,50465,2016-11-05 18:10:42,25361,2,,7
3460752,236097,2016-03-21 10:53:20,69874,3,,7
2860965,135603,2017-09-24 06:11:30,6217,3,,8
385352,155330,2016-06-05 14:33:16,21657,3,,3
3539856,360173,2017-05-14 21:17:29,21497,3,,8
2997029,413594,2016-03-01 13:38:59,36369,3,,7
1038371,52414,2016-04-22 10:33:00,62544,3,,8
1737506,329573,2016-09-28 06:49:46,70287,3,,7
1206280,404727,2017-02-04 19:25:17,24430,2,,7
606408,314299,2016-10-08 18:19:22,41478,3,,3
2850012,101080,2016-04-28 06:54:35,34900,3,,7
1133793,204615,2016-08-26 19:21:39,44598,3,,5
1135630,204602,2016-12-15 18:59:06,63496,3,,2
553110,480968,2017-03-08 18:02:01,64032,2,1.0,7
2370608,254263,2016-10-09 16:26:34,68790,3,,7
1052080,201543,2016-03-01 18:45:58,20290,3,,8
1081447,191479,2016-12-17 09:12:24,42506,1,,7
2337456,253231,2016-08-28 18:55:56,8947,3,,7
2817688,362798,2017-12-30 11:59:17,54576,3,,8
2942110,483899,2016-06-28 17:32:59,44874,3,,3
1154614,287186,2017-11-06 19:20:23,11321,3,,3
2590814,255881,2017-07-30 22:06:43,21047,2,1.0,1
3561845,306439,2017-07-20 02:26:02,63298,3,,3
1105027,166359,2016-04-06 15:38:12,51104,1,11.0,10
3719947,239167,2016-11-13 05:18:37,47261,3,,7
2942324,454679,2017-12-02 02:40:07,53293,3,,7
3357844,77735,2016-10-16 15:03:09,39947,3,,3
2977504,103007,2016-12-29 18:39:50,62527,3,,8
3594719,482436,2016-09-01 15:10:06,22886,3,,3
1171170,305692,2016-06-25 19:53:25,16039,3,,3
2875148,112763,2017-12-22 12:44:52,55298,3,,7
2932950,228013,2016-12-06 14:44:59,21821,3,,3
2593576,202305,2016-05-22 03:58:41,45601,2,,9
1590787,253775,2016-05-13 05:45:32,37875,3,,3
632210,312509,2016-01-05 10:26:13,37240,3,,3
1459234,84423,2017-02-19 09:40:37,45032,3,11.0,7
2730441,51286,2017-08-31 08:57:24,34340,2,,8
284190,318024,2016-10-15 12:49:06,4559,1,,3
2222425,128933,2016-12-08 13:45:05,9518,2,,1
3029816,206362,2016-06-05 16:40:23,47412,2,,10
3014174,177089,2017-10-02 08:40:16,15820,2,1.0,1
2844829,340127,2017-12-11 10:09:44,26961,3,,8
1978117,75748,2016-03-16 20:31:13,66390,2,,1
2305121,286999,2017-09-14 08:50:58,53575,3,7.0,7
3076792,153957,2016-04-19 06:51:56,2887,3,,6
292225,480828,2017-03-23 10:05:43,21214,2,,7
1952432,293094,2017-12-26 09:27:43,32412,1,,8
2139370,278116,2017-11-05 08:03:42,25341,2,,1
883561,395991,2016-06-13 05:29:56,25071,1,8.0,7
501996,139652,2017-10-07 07:39:24,28514,3,1.0,7
2848497,407708,2017-10-30 12:58:40,22789,3,,8
3289412,408108,2016-11-09 15:32:59,29027,3,,7
3600260,379886,2017-04-03 06:44:15,50281,3,,10
290194,2463,2016-09-13 11:18:57,58058,2,,3
2041254,76550,2016-10-24 16:02:00,44801,2,8.0,7
192365,379489,2016-01-31 14:27:20,25884,3,,2
1858188,194,2017-01-17 12:04:07,24552,3,,1
2956669,359737,2016-08-30 14:25:27,35740,3,,7
2467140,103709,2016-12-12 09:12:31,63151,2,,7
562643,2575,2016-12-22 13:14:38,67481,2,,4
3305778,305484,2017-03-15 21:34:28,33798,3,,3
1725355,31581,2016-08-03 15:11:16,20429,3,,4
2398685,275970,2016-01-07 14:30:59,54822,3,,7
2142063,26071,2016-07-10 12:25:08,37657,3,,5
1668441,359400,2016-12-02 13:27:10,27642,3,,5
1962156,65031,2017-10-28 06:35:26,11256,1,,7
3253367,500450,2017-12-17 18:05:01,44902,3,,3
2265718,380040,2017-01-10 11:14:03,4805,3,,2
879270,278187,2017-10-05 03:40:14,210,2,,9
2372829,484063,2016-08-31 14:41:24,58186,3,,7
1710789,41854,2016-10-08 04:28:07,63628,3,,4
1165256,353981,2017-10-05 09:02:13,49751,3,1.0,7
1942391,460338,2016-01-14 17:23:37,11441,2,,4
1633843,432040,2017-12-21 16:37:48,68858,2,,4
2347946,81377,2016-02-11 12:15:26,5515,3,,3
3634042,501951,2016-12-03 23:37:23,36687,3,,8
315110,405015,2017-08-02 05:36:08,17254,2,2.0,1
2707251,406704,2016-02-03 17:06:39,66293,3,,7
3605476,233384,2017-12-06 18:44:33,18198,3,,7
1446977,101352,2016-01-05 17:16:05,37614,3,,8
3103999,2283,2017-07-26 05:16:58,16463,3,,6
3275182,504184,2016-04-25 09:24:55,4278,3,,7
2746038,395589,2017-10-07 05:46:54,30548,1,1.0,7
1040688,229687,2017-01-16 07:42:07,44293,3,1.0,7
1090588,255234,2017-05-05 08:08:13,27440,2,,4
1344762,343237,2016-01-20 18:57:01,59148,1,,1
1319887,279902,2016-07-13 22:08:12,21333,3,,7
2220533,383086,2017-03-23 05:38:13,9036,2,9.0,7
3142023,155204,2017-05-15 03:59:48,49846,3,,3
349084,329364,2016-10-11 13:28:56,68172,3,,4
1856468,253588,2016-01-10 09:53:38,29334,3,,1
230640,458605,2017-04-26 14:36:14,8987,3,,6
2692967,126967,2016-09-29 16:36:36,69254,3,,3
894300,78577,2017-09-04 15:22:14,33255,3,,2
2941333,330131,2016-06-05 13:20:54,55094,3,,7
3496348,457479,2016-10-29 19:14:16,6596,3,11.0,7
690533,255439,2016-02-13 12:59:49,63466,2,1.0,1
2226194,152902,2017-09-16 12:53:19,32144,2,,1
946999,330443,2016-07-11 12:28:45,52138,3,,7
1022521,330535,2017-12-02 19:38:28,44890,3,,7
90387,281456,2016-02-02 14:17:54,43535,3,,4
3743477,330034,2016-10-02 19:12:12,17827,3,,8
3413439,326707,2016-03-08 17:17:43,48607,3,,9
3262890,493032,2016-12-09 12:24:54,5792,3,,3
3512133,101501,2017-03-29 17:57:42,25242,3,,4
3299453,82263,2017-01-24 09:40:53,10251,3,,3
680935,205988,2016-06-05 20:44:20,1731,3,,9
3245277,228160,2017-12-04 11:51:00,47346,3,,4
788158,232918,2016-12-15 11:21:16,65826,3,,9
1611906,305202,2017-06-02 07:43:44,63461,3,,7
1593984,154322,2017-07-01 09:14:43,40764,3,11.0,7
2323592,411033,2016-06-22 08:35:38,63554,3,9.0,7
2004523,431178,2017-12-29 07:51:57,26901,3,,5
2378226,78332,2016-10-09 20:56:47,30839,3,1.0,7
849737,78079,2016-11-16 21:41:47,467,3,,8
1453999,237283,2016-11-04 13:19:05,52496,3,,8
1017809,245289,2016-01-31 08:41:22,66905,3,,8
570548,52616,2016-08-20 07:01:09,44359,3,,2
1554129,127324,2017-11-12 10:27:26,57101,3,,4
2903070,151745,2017-05-02 21:15:52,62438,2,8.0,7
1072545,331563,2017-01-07 08:51:50,67561,2,,6
2697677,154110,2017-02-11 06:20:03,336,3,,3
1082142,191524,2017-05-21 16:29:03,20601,1,,7
1371119,205122,2017-05-31 10:34:29,59175,3,,1
1418495,457912,2016-11-23 04:57:53,8515,3,,7
3466147,457747,2016-01-10 08:24:33,13271,3,,3
2623205,303478,2016-05-14 13:16:22,28325,2,6.0,1
1729562,180295,2016-06-16 17:52:57,52744,3,,8
3719907,438330,2016-11-25 16:54:07,11974,3,,7
1082865,116275,2017-10-29 14:53:16,50720,1,11.0,7
1020411,354211,2016-03-31 12:12:19,18822,3,,4
3014220,50597,2017-07-24 18:39:22,11553,2,,6
2557099,499919,2016-11-23 13:00:36,16647,3,,9
2992011,252840,2017-03-31 13:32:29,19673,3,,4
1105413,26465,2017-05-01 17:59:23,38757,3,,1
574328,430702,2017-01-28 08:06:38,26467,3,,5
286084,129636,2017-07-24 19:52:37,61953,2,,9
3331640,180096,2017-02-18 21:18:05,33314,3,,3
3498771,438611,2016-08-29 18:37:42,12225,3,,7
441800,28760,2016-05-09 07:00:23,70999,2,1.0,1
1494008,470219,2016-05-10 07:12:55,59650,1,,9
2067180,92122,2016-10-22 10:49:00,57386,3,,7
3032135,64911,2017-07-20 08:11:00,63305,1,1.0,7
807400,138558,2017-12-26 11:08:21,64210,3,,8
261197,236862,2016-12-29 17:00:24,65713,3,,4
351768,26303,2017-02-03 07:55:25,49759,3,,6
1931540,299869,2017-11-03 14:03:03,31926,3,,8
3120775,484111,2016-09-29 15:53:33,38980,3,,3
2910627,228486,2016-06-05 12:21:28,7365,3,,7
3085253,127379,2017-05-14 15:20:12,64531,3,,1
1042915,487359,2016-10-17 00:00:53,44824,3,,9
1916248,429862,2017-11-19 16:30:49,5182,3,,3
1834053,303873,2017-02-17 17:26:36,33342,2,,5
2087737,8503,2016-11-22 09:44:38,5718,2,8.0,4
1293124,463784,2017-12-19 06:26:50,22797,3,,7
2010560,252757,2017-02-28 08:20:39,35749,3,5.0,7
1473936,158187,2016-09-14 17:28:21,37462,3,4.0,7
3271530,60704,2016-05-30 15:57:13,4196,3,,7
789429,296397,2017-10-30 05:58:41,53810,3,,4
10184,14960,2016-02-05 19:25:38,34752,1,,4
997630,410261,2016-06-07 10:17:16,69082,3,,8
1613455,278702,2017-05-14 10:05:04,55167,2,1.0,1
42964,278568,2017-06-07 17:34:29,10642,2,,1
2520221,340311,2016-04-18 10:50:23,2447,3,,3
2593711,331714,2017-12-01 05:58:38,62988,2,,3
3389117,117509,2017-12-30 07:35:27,5896,3,,7
677416,110097,2017-09-26 16:05:29,25073,3,2.0,7
3371747,455735,2017-07-07 13:35:23,52648,2,,3
2246695,103872,2017-02-25 23:33:04,14775,2,,1
1952296,267760,2016-07-24 15:41:37,65003,1,,6
2217683,382620,2017-07-23 17:38:39,43872,2,,9
279238,285567,2017-08-27 07:30:29,33305,2,,7
2840576,342607,2016-03-04 09:14:23,64034,3,,7
109845,60628,2017-11-07 15:29:56,30686,3,,3
2768786,482361,2017-10-18 18:51:11,18958,3,,1
3009532,483083,2017-11-07 15:22:08,9402,3,,7
1973935,281274,2016-11-17 11:00:19,68474,3,,5
1410899,413,2017-07-22 16:29:19,22040,3,,4
3135690,482504,2016-12-03 20:43:05,43580,3,,7
1948793,177220,2016-11-20 14:44:43,50831,2,4.0,7
283912,292963,2017-04-24 17:56:34,25717,1,2.0,7
1918168,273084,2016-07-04 21:24:27,25341,3,,4
884609,395526,2016-10-23 13:17:02,638,1,,7
3219952,208363,2016-06-25 19:09:21,22261,3,11.0,7
361930,330278,2017-02-27 09:13:06,70905,3,2.0,7
1662965,459834,2016-11-16 11:22:27,61039,2,,7
2822133,486493,2017-09-25 09:18:53,28333,3,,3
2567078,458662,2016-08-17 07:41:36,41073,3,,7
1225873,76605,2017-08-31 11:16:40,39185,2,,7
1686733,456959,2017-09-16 08:46:00,33441,3,,5
2708416,1773,2016-11-06 16:08:05,35687,3,4.0,7
2534608,291950,2016-01-20 19:01:28,53139,3,,7
840649,212190,2017-02-03 18:23:10,13302,3,,4
1826771,202244,2016-02-29 13:20:55,22146,2,,7
363385,334008,2017-05-30 19:13:46,69921,3,,8
870642,26828,2016-05-30 11:20:32,57255,3,,7
3448238,211868,2016-01-25 11:35:52,51058,3,,4
1452888,26635,2017-11-20 15:19:36,45514,3,4.0,7
3184785,185819,2016-11-11 07:27:30,21103,3,,7
404758,1298,2016-03-19 21:56:15,29818,3,4.0,7
2956999,338,2017-02-27 13:03:22,3408,3,,7
1740380,53867,2016-12-01 05:57:03,169,3,,3
3332167,407816,2017-01-08 01:40:16,52335,3,,7
369876,113268,2017-10-04 06:50:24,44642,3,,8
912116,177061,2017-04-06 21:16:16,57981,2,4.0,5
3337244,228331,2017-10-20 14:40:38,61163,3,,8
354367,132111,2016-02-28 18:17:51,12520,3,,6
334330,202308,2016-05-26 10:27:19,33191,2,,6
3125173,178732,2016-11-14 15:58:32,46936,3,,3
3166044,328620,2017-05-14 17:59:39,28702,3,,4
1908013,178678,2016-12-26 09:20:58,61054,3,,8
402035,56761,2016-07-27 14:06:06,66408,3,,7
2187723,237395,2017-10-23 09:37:30,34267,3,,8
594106,208805,2016-01-31 18:57:44,31011,3,1.0,1
1947791,14584,2017-12-10 20:15:59,11611,1,,4
2743922,167963,2016-01-16 17:01:48,14987,1,,7
2536457,407974,2017-01-01 13:46:56,61783,3,,7
1940410,231488,2016-09-29 15:35:43,42648,2,,8
371990,183331,2016-03-24 11:43:45,40048,3,,8
180975,329539,2017-06-27 11:52:57,68636,3,,2
3034341,368630,2017-10-26 04:47:26,63126,1,,8
577679,293085,2016-11-28 06:45:04,66282,1,8.0,7
1779420,392619,2017-11-30 17:20:42,21123,3,,7
3726141,435181,2017-01-04 11:50:44,43105,3,,3
1955255,131383,2017-02-22 19:52:12,6759,2,,7
1640051,390136,2017-09-29 05:04:39,30665,2,,7
220021,354349,2016-04-14 11:02:15,70929,3,,6
2818428,34434,2016-11-24 04:31:45,57501,3,,8
2251259,280274,2017-10-23 09:08:54,36734,3,,2
3057938,51646,2017-11-25 22:31:10,22239,2,,1
2699806,312518,2016-11-28 11:59:15,3404,3,1.0,7
3387909,1355,2017-06-22 11:49:02,35478,3,,3
3417537,458168,2016-03-30 18:44:12,56387,3,,7
1171780,13153,2017-11-14 17:14:13,9842,3,,9
295036,180023,2016-10-24 17:24:28,11390,3,,1
1840218,153447,2017-02-24 12:19:18,15177,3,,5
2058575,109932,2017-01-20 10:38:53,63269,3,,7
92195,178640,2017-06-04 14:54:22,21378,3,,7
2234188,356660,2017-12-19 03:51:42,47967,2,1.0,7
3499361,118485,2016-04-09 13:38:19,9210,3,,4
1815749,381951,2017-06-26 20:08:28,44742,2,,4
3005627,193691,2016-12-12 14:43:35,27746,3,,8
2470504,205125,2017-11-06 09:22:57,3013,3,,1
3649457,47225,2017-04-12 11:39:53,50798,3,,10
1590209,153992,2016-06-19 19:35:48,69655,3,,4
3003853,7926,2016-08-28 12:08:44,35981,2,,7
2739317,278571,2017-01-07 18:54:51,16490,2,2.0,1
1438910,255056,2016-01-21 06:51:16,6754,2,,3
1316344,102335,2017-11-24 05:08:48,52149,3,,7
1123914,75819,2016-04-16 04:36:04,50854,2,,7
3565594,362738,2017-05-17 16:36:59,46333,3,,7
2526090,25273,2016-03-21 14:30:01,44081,3,,7
821777,502526,2017-09-27 16:58:21,32071,3,4.0,7
3735196,475932,2016-01-13 17:56:39,50020,3,,4
2439999,202821,2016-12-22 19:49:29,54176,2,,4
3257230,254220,2016-10-03 10:17:48,25413,3,,3
2944420,60451,2017-10-11 14:30:28,20606,3,,4
2594885,279245,2017-02-02 23:08:21,14112,2,,8
1847553,203519,2017-06-20 07:21:15,31164,2,,3
113703,229009,2017-04-05 17:06:14,10961,3,,7
877142,358781,2016-12-16 14:58:12,67428,2,,4
955191,375073,2017-08-07 00:19:30,15658,3,,4
693526,404853,2016-11-09 18:15:56,2289,2,,9
2547494,280179,2016-12-29 11:24:25,6800,3,,7
1313270,178772,2017-07-29 16:38:47,68862,3,,7
1868841,329475,2017-03-11 09:16:44,41383,3,,1
3194136,305712,2017-04-19 10:39:56,29093,3,,7
1513678,278686,2017-04-30 14:11:59,54000,2,1.0,1
2963924,381523,2016-01-27 23:47:26,47483,3,,8
124198,253849,2017-07-23 04:51:33,56383,3,,3
376609,261035,2017-04-22 14:38:03,14954,2,,7
812043,484364,2017-11-03 12:01:29,68911,3,11.0,7
3379755,54077,2017-03-14 20:01:56,35091,3,,4
2217449,203403,2016-02-15 14:39:49,7158,2,,9
1407924,441403,2017-10-04 07:05:18,57503,3,2.0,7
1361756,393943,2016-09-06 21:29:50,17090,1,,8
2840491,224919,2016-02-02 17:55:10,629,3,,7
2651075,78166,2017-08-28 21:39:00,70472,3,6.0,1
3685492,142819,2017-01-28 09:54:02,4060,3,,7
1620424,256652,2017-06-17 13:11:16,48319,2,,7
